,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
R-BTA-1614558,Degradation of cysteine and homocysteine,138170,15361,15377,15378,15379,16094,16134,16136,16208,16345,16668,17137,17141,17230,17359,18407,21347,29033,29200,30831,33384,35235,62856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1614603,Cysteine formation from homocysteine,15377,16134,17230,17482,17627,30831,33384,35235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1614635,Sulfur amino acid metabolism,15378,17230,17724,17728,17750,29105,57844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,15996,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-162710,Synthesis of glycosylphosphatidylinositol (GPI),15366,15377,15809,15935,16214,24275,53058,63563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163210,Formation of ATP by chemiosmotic coupling,15377,15378,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1632852,Macroautophagy,15996,16027,16038,16749,17283,17552,26034,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163316,Mitochondrial transcription termination,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163560,Triglyceride catabolism,15377,17336,17616,17815,17855,57560,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163615,PKA activation,17489,18420,29108,29888,30616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163680,AMPK inhibits chREBP transcriptional activation activity,16027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate,15721,16897,18420,57634,57737,58937,59776,78679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",15414,16680,17980,17985,29105,30616,456216,86019,87167,87176,87177,87179,87180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1650814,Collagen biosynthesis and modifying enzymes,15379,16526,16810,17659,18307,29033,29073,30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-165158,Activation of AKT2,16618,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-165159,MTOR signalling,15996,17552,30616,32682,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-165160,PDE3B signalling,15377,16027,17489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),15996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-166016,Toll Like Receptor 4 (TLR4) Cascade,16412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660499,Synthesis of PIPs at the plasma membrane,15377,16152,16500,16618,16749,16851,17283,17526,18348,18420,29035,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660514,Synthesis of PIPs at the Golgi membrane,15377,16152,16749,17283,17526,18348,18420,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660516,Synthesis of PIPs at the early endosome membrane,15377,16152,16500,16618,16749,16851,17283,17526,18348,18420,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660517,Synthesis of PIPs at the late endosome membrane,15377,16500,16749,16851,17283,18420,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660661,Sphingolipid de novo biosynthesis,15346,15377,15378,15379,15525,15541,15756,16110,16393,16474,16526,16566,16893,17553,17585,17600,17636,17761,17862,18009,18035,30616,31488,31998,33384,37550,43474,456216,46961,57540,57945,85781,9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1660662,Glycosphingolipid metabolism,15377,15681,16136,16189,16197,16393,16650,16814,17012,17636,17659,17761,17950,18066,18132,18313,18368,18420,28037,28061,28424,28648,28689,29108,30616,33575,456216,51013,52639,57540,57945,61360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-166208,mTORC1-mediated signalling,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1663150,The activation of arylsulfatases,16136,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-166663,Initial triggering of complement,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-167060,NGF processing,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-167826,The fatty acid cycling model,28868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-167827,The proton buffering model,15378,15904,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1679131,Trafficking and processing of endosomal TLR,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-170660,Adenylate cyclase activating pathway,15996,17489,17552,18420,29888,30616,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-170670,Adenylate cyclase inhibitory pathway,15996,17552,18420,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-170968,Frs2-mediated activation,15996,29105,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-170984,ARMS-mediated activation,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-171007,p38MAPK events,15996,18420,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-171319,Telomere Extension By Telomerase,15986,16284,16311,16497,18077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-173599,"Formation of the active cofactor, UDP-glucuronate",15377,15378,16264,17200,18066,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-174362,Transport and synthesis of PAPS,15378,16189,17709,17980,29888,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-174403,Glutathione synthesis and recycling,15377,16856,17515,18183,29985,30616,35235,4047,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-176187,Activation of ATR in response to replication stress,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-177128,Conjugation of salicylate with glycine,15346,16027,16914,29888,30616,32587,57305,9008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-177135,Conjugation of benzoate with glycine,15346,15515,16027,18089,29888,30616,30746,57305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-177162,Conjugation of phenylacetate with glutamine,15346,15537,16027,29888,30616,8082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-177929,Signaling by EGFR,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-179812,GRB2 events in EGFR signaling,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1799339,SRP-dependent cotranslational protein targeting to membrane,15841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-180024,DARPP-32 events,15377,16027,17489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-180292,GAB1 signalosome,15377,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-180336,SHC1 events in EGFR signaling,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-181430,Norepinephrine Neurotransmitter Release Cycle,15377,15379,16134,16238,16240,18357,27852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-182971,EGFR downregulation,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1834941,STING mediated induction of host immune responses,47037,49537,71580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1834949,Cytosolic sensors of pathogen-associated DNA ,16991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1855167,Synthesis of pyrophosphates in the cytosol,15377,16322,17401,18420,29035,30164,30616,43474,456216,62919,62922,62923,62924,62926,62927,62928,62931,62985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",15377,16595,17268,17816,18169,18225,18228,18297,18384,18420,28858,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1855191,Synthesis of IPs in the nucleus,16067,16155,16322,16595,16783,17401,30164,30616,456216,62919,62923,62928,62931,62985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1855204,Synthesis of IP3 and IP4 in the cytosol,15377,16595,16783,17815,18228,18348,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1855231,Synthesis of IPs in the ER lumen,15377,16067,16322,16507,16595,16783,17401,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-186797,Signaling by PDGF,50924,63450,68647,85164,85994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-187577,SCF(Skp2)-mediated degradation of p27/p21,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-189085,Digestion of dietary carbohydrate,15377,15824,17118,17306,17716,17925,17992,27931,28057,28102,28189,28912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-189200,Cellular hexose transport,15824,17775,17925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-189451,Heme biosynthesis,15346,15377,15378,15379,15430,15435,15439,16238,16240,16526,17407,17627,24480,27889,28938,29105,29888,356416,36319,57292,57305,57845,58126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-189483,Heme degradation,15377,15379,16427,16474,16990,17033,17200,17245,17627,17659,18009,18392,29033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190322,FGFR4 ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190370,FGFR1b ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190371,FGFR3b ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190372,FGFR3c ligand binding and activation,16650,17659,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190373,FGFR1c ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190374,FGFR1c and Klotho ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190375,FGFR2c ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-190377,FGFR2b ligand binding and activation,28815,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1912408,Pre-NOTCH Transcription and Translation,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-191273,Cholesterol biosynthesis,134117,15345,15346,15351,15377,15378,15379,15440,15441,15442,15467,15899,16057,16238,16474,16521,16526,16584,17211,17407,17710,17813,18009,18364,18420,29888,30616,30751,43474,456216,50593,52386,57540,57945,63841,63842,63844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-191859,snRNP Assembly,1604,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-192105,Synthesis of bile acids and bile salts,15377,15378,15379,16474,17526,18009,37623,42977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-192456,Digestion of dietary lipid,15377,15756,15904,17336,17408,17616,17855,18035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193048,Androgen biosynthesis,15378,16330,16422,16474,17347,18009,28689,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193144,Estrogen biosynthesis,15378,16469,16474,17263,18009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,15346,15377,15378,15379,15494,15519,16027,16113,16238,16240,16359,16466,16474,16496,16577,17278,17500,17899,18009,18402,2288,2290,27393,27428,27505,28047,28477,28540,29888,30616,37642,37643,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193634,Axonal growth inhibition (RHOA activation),15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193648,NRAGE signals death through JNK,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,15346,15377,15378,15379,16027,16113,16474,18009,27403,27458,29888,30616,34310,37640,48736,52050,57540,57945,63824,63829,63830,63831,63833,63834,63835,63838,63839,63848,63849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,15377,15378,15379,16113,16474,17278,17703,18009,18431,28540,48778,48825,48833,48834,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-193993,Mineralocorticoid biosynthesis,15377,15378,15379,16474,16485,16581,16827,16973,17026,18009,27584,57540,57945,63837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-194002,Glucocorticoid biosynthesis,15377,15378,15379,16474,16962,16973,17026,17252,17650,18009,27584,28324,28750,57540,57945,63843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-194840,Rho GTPase cycle,15996,17552,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-195253,Degradation of beta-catenin by the destruction complex,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196108,Pregnenolone biosynthesis,15378,16113,16474,17998,18009,63910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196299,Beta-catenin phosphorylation cascade,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1963640,GRB2 events in ERBB2 signaling,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-1963642,PI3K events in ERBB2 signaling,16618,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",15266,15377,15378,15465,15982,16304,16474,17439,18009,18407,18408,28911,30616,36080,57292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196757,Metabolism of folate and pterines,12071,15377,15378,15633,15635,15637,15638,15641,16474,16526,18009,27470,28010,28624,30616,33384,43474,456216,57305,57540,57945,63907,65049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196780,Biotin transport and metabolism,15956,16027,29101,29888,30616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196783,Coenzyme A biosynthesis,15346,15468,15769,15905,16027,16526,16858,17621,29888,30616,35235,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196791,Vitamin D (calciferol) metabolism,15377,15378,15379,15824,16474,17823,17933,18009,28940,47828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-BTA-196807,Nicotinate metabolism,14649,15377,15378,15763,15927,16526,17111,17154,18009,18304,18420,29105,29888,29959,30616,33019,456216,57540,57967,58527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
